id,title,genres,overview,tagline,cast,crew
8393,The Gods Must Be Crazy,"['Action', 'Comedy']","misery is brought to a small group of sho in the kalahari desert in the form of a cola bottle. in his quest to throw the evil object over the edge of the earth, xixo encounters western ""civilization,"" a haphazard doctor and a tyranical despot.",the critics are raving... the natives are restless... and the laughter is non-stop!,"['N!xau', 'Michael Thys', 'Marius Weyers', 'Sandra Prinsloo', 'Louw Verwey']",['Jamie Uys']
9320,The Avengers,['Thriller'],"british ministry agent john steed, under direction from ""mother"", investigates a diabolical plot by arch-villain sir august de wynter to rule the world with his weather control machine. steed investigates the beautiful doctor mrs. emma peel, the only suspect, but simultaneously falls for her and joins forces with her to combat sir august.",saving the world in style.,"['Ralph Fiennes', 'Uma Thurman', 'Sean Connery', 'Patrick Macnee', 'Jim Broadbent']",['Jeremiah S. Chechik']
805,Rosemary's Baby,"['Horror', 'Drama', 'Mystery']",a young couple moves into an infamous new york apartment building to start a family. things become frightening as rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,pray for rosemary's baby,"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer', 'Maurice Evans']",['Roman Polanski']
34584,The NeverEnding Story,"['Drama', 'Family', 'Fantasy', 'Adventure']","while hiding from bullies in his school's attic, a young boy discovers the extraordinary land of fantasia, through a magical book called the neverending story. the book tells the tale of atreyu, a young warrior who, with the help of a luck dragon named falkor, must save fantasia from the destruction of the nothing.",a boy who needs a friend finds a world that needs a hero in a land beyond imagination!,"['Barret Oliver', 'Gerald McRaney', 'Noah Hathaway', 'Drum Garrett', 'Darryl Cooksey']",['Wolfgang Petersen']
34636,The Neverending Story II: The Next Chapter,"['Drama', 'Family', 'Fantasy', 'Adventure']","once again, bastian is transported to the world of fantasia which he recently managed to save from destruction. however, the land is now being destroyed by an evil sorceress, xayide, so he must join up with atreyu and face the emptiness once more.",begin an all new adventure as a young boy returns to a world of wonder on the wings of his imagination.,"['Jonathan Brandis', 'Kenny Morrison', 'Clarissa Burt', 'John Wesley Shipp', 'Martin Umbach']",['George T. Miller']
36647,Blade,"['Horror', 'Action']","when blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: all the good vampire attributes in combination with the best human skills. blade and his mentor whistler battle an evil vampire rebel (deacon frost) who plans to take over the outdated vampire council, capture blade and resurrect voracious blood god la magra.",part man. part vampire. all hero.,"['Wesley Snipes', 'Stephen Dorff', 'Kris Kristofferson', ""N'Bushe Wright"", 'Donal Logue']",['Stephen Norrington']
4011,Beetlejuice,"['Fantasy', 'Comedy']","thanks to an untimely demise via drowning, a young couple end up as poltergeists in their new england farmhouse, where they fail to meet the challenge of scaring away the insufferable new owners, who want to make drastic changes. in desperation, the undead newlyweds turn to an expert frightmeister, but he's got a diabolical agenda of his own.",he's guaranteed to put some life in your afterlife.,"['Geena Davis', 'Alec Baldwin', 'Winona Ryder', 'Michael Keaton', ""Catherine O'Hara""]",['Tim Burton']
1580,Rope,"['Crime', 'Drama', 'Mystery', 'Thriller']","two young men strangle their ""inferior"" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the ""perfection"" of their crime.",unknown,"['James Stewart', 'John Dall', 'Farley Granger', 'Constance Collier', 'Douglas Dick']",['Alfred Hitchcock']
573,Frenzy,"['Crime', 'Drama', 'Mystery', 'Thriller']","a serial murderer is strangling women with a necktie. the london police have a suspect, but he is the wrong man.",just an ordinary necktie used with a deadly new twist.,"['Jon Finch', 'Alec McCowen', 'Barry Foster', 'Billie Whitelaw', 'Anna Massey']",['Alfred Hitchcock']
506,Marnie,"['Crime', 'Drama', 'Mystery', 'Thriller']",marnie is a beautiful kleptomaniac who is in love with businessman mark rutland. marnie who is a compulsive thief is being watched by her new boss mark who suspects her of stealing from him and thus decides to blackmail her in the most unusual way. a psychological thriller from alfred hitchcock based on a novel of the same name by winston graham.,thief... liar... cheat... she was all of these and he knew it!,"['Tippi Hedren', 'Sean Connery', 'Diane Baker', 'Martin Gabel', 'Louise Latham']",['Alfred Hitchcock']
574,The Man Who Knew Too Much,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","a widescreen, technicolor remake by hitchcock of his 1934 film of the same title. a couple (james stewart, doris day) vacationing in morocco with their young son accidentally stumble upon an assassination plot. when the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him.",a little knowledge can be a deadly thing!,"['James Stewart', 'Doris Day', 'Brenda De Banzie', 'Bernard Miles', 'Alan Mowbray']",['Alfred Hitchcock']
11219,The Trouble with Harry,"['Comedy', 'Mystery', 'Thriller']","trouble erupts in a small, quiet new england town when a man's body is found in the woods. the problem is that almost everyone in town thinks that they had something to do with his death.",a thriller with a difference!,"['Edmund Gwenn', 'John Forsythe', 'Shirley MacLaine', 'Mildred Natwick', 'Mildred Dunnock']",['Alfred Hitchcock']
845,Strangers on a Train,"['Crime', 'Drama', 'Thriller']",a psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder...a theory that he plans to implement.,it starts with a shriek of a train whistle...and ends with shrieking excitement.,"['Farley Granger', 'Robert Walker', 'Ruth Roman', 'Patricia Hitchcock', 'Kasey Rogers']",['Alfred Hitchcock']
847,Willow,"['Adventure', 'Drama', 'Action']","fearful of a prophecy stating that a girl child will be born to bring about her downfall, the evil queen bavmorda imprisons all pregnant women within the formidable stronghold of nockmaar. a child, elora danan, is born in the nockmaar dungeons and identified as the prophesied child by a birthmark on her arm. however, before the black sorceress arrives to claim the child, elora's mother convinces her reluctant midwife to escape with the baby. willow, a timid farmer and aspiring sorcerer, is entrusted with delivering the royal infant from evil.",adventure doesn't come any bigger than this.,"['Warwick Davis', 'Val Kilmer', 'Joanne Whalley', 'Jean Marsh', 'Patricia Hayes']",['Ron Howard']
117,The Untouchables,"['Crime', 'Drama', 'History', 'Thriller']","young treasury agent elliot ness arrives in chicago and is determined to take down al capone, but it's not going to be easy because capone has the police in his pocket. ness meets jimmy malone, a veteran patrolman and probably the most honorable one on the force. he asks malone to help him get capone, but malone warns him that if he goes after capone, he is going to war.",what are you prepared to do?,"['Kevin Costner', 'Sean Connery', 'Charles Martin Smith', 'Andy García', 'Robert De Niro']",['Brian De Palma']
21734,Shadow of a Doubt,"['Crime', 'Drama', 'Thriller']","a bored young woman, a teen living in santa rosa, california, charlotte ""charlie"" newton (wright), is frustrated because nothing seems to be happening in her life and that of her family. then, she receives wonderful news: her uncle (for whom she was named), charlie oakley (cotten), is arriving for a visit. but uncle charlie may not be the man he seems to be.",a blast of dramatic dynamite exploded right before your eyes!,"['Teresa Wright', 'Joseph Cotten', 'Macdonald Carey', 'Henry Travers', 'Patricia Collinge']",['Alfred Hitchcock']
940,The Lady Vanishes,"['Mystery', 'Thriller']","on a train headed for england a group of travelers is delayed by an avalanche. holed up in a hotel in a fictional european country, young iris befriends elderly miss froy. when the train resumes, iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. the other passengers ominously deny miss froy ever existed, so iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.",spies! playing the game of love - and sudden death!,"['Margaret Lockwood', 'Michael Redgrave', 'Dame May Whitty', 'Paul Lukas', 'Basil Radford']",['Alfred Hitchcock']
10220,Rounders,"['Drama', 'Crime']",a young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,trust everyone... but always cut the cards.,"['Matt Damon', 'John Turturro', 'Gretchen Mol', 'Goran Visnjic', 'Edward Norton']",['John Dahl']
431,Cube,"['Thriller', 'Science Fiction', 'Mystery']",seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,don't look for a reason... look for a way out.,"['Nicole de Boer', 'Nicky Guadagni', 'David Hewlett', 'Andrew Miller', 'Julian Richings']",['Vincenzo Natali']
3525,Working Girl,"['Comedy', 'Drama', 'Romance']","witty, romantic look at life in the corporate jungle. tess mcgill is an ambitious secretary with a unique approach for climbing the ladder to success. when her classy, but villainous boss breaks a leg skiing, tess takes over her office, her apartment and even her wardrobe. she creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.",for anyone who's ever won. for anyone who's ever lost. and for everyone who's still in there trying.,"['Harrison Ford', 'Melanie Griffith', 'Sigourney Weaver', 'Alec Baldwin', 'Joan Cusack']",['Mike Nichols']
2028,Say Anything...,"['Comedy', 'Drama', 'Romance']","a budding romance between noble underachiever lloyd dobler and high school valedictorian diane court is threatened when diane's overly possessive, disapproving father interferes with their relationship. with a prized scholarship to study abroad hanging in the balance, diane must find a way to make both men happy.",to know lloyd dobler is to love him. diane court is about to know lloyd dobler.,"['John Cusack', 'Ione Skye', 'John Mahoney', 'Lili Taylor', 'Amy Brooks']",['Cameron Crowe']
11597,Toys,"['Fantasy', 'Comedy', 'Science Fiction']","leslie zevo is a fun-loving inventor who must save his late father's toy factory from his evil uncle, leland, a war-mongering general who rules the operation with an iron fist and builds weapons disguised as toys.",laughter is a state of mind.,"['Robin Williams', 'Michael Gambon', 'Joan Cusack', 'Robin Wright', 'Jack Warden']",['Barry Levinson']
